,Name,Market Cap,P/E Ratio,Revenue,Average Vol. (3m),EPS,Beta,YTD,1 Year,3 Years,Weekly,Monthly,Score
36,Teradyne,0.3182812896299905,0.2940865944677058,0.27697152006852427,0.37030224159806147,0.3642322504807538,1.3788125819292707,1.6552118944117207,2.332721693477231,0.7645338376283658,1.5161960871578066,0.13834289277321493,9.409692883622647
43,Formula Systems ADR,0.03107035459374127,0.3152596611001871,0.19821184611538942,6.96031065225986e-05,0.36744134519864585,0.8006008540234474,1.4018116414127137,4.294927805658555,0.3060405681137453,1.5161960871578066,0.13834289277321493,9.369972659253971
19,Cerner,0.9239388760759624,0.536919765569888,0.7167130329735273,0.4457341797013703,0.3080730929176419,0.7828097239340376,1.2680826316507912,2.23419507822626,0.18100210899753963,1.5161960871578066,0.13834289277321493,9.052007469978038
10,Applied Materials,1.5938146294081872,0.1731810829387781,2.0700667637348946,1.5823563379398646,0.5728234071437405,1.4499771022869103,1.0536115782590287,-1.791519159000063,0.4486740895658673,1.5161960871578066,0.1037571695799112,8.772939089014924
42,TTEC,0.08308225340908959,0.6113905516565462,0.2008371685804939,0.014568650227316326,0.1732911147661736,0.6048984230399381,2.072979879085759,2.887801216017917,0.36018795349588795,1.5161960871578066,0.13834289277321493,8.663576190210144
59,TESSCO,0.006293781718395816,0.414846084847444,0.07965359625250296,0.007942640209832494,0.10429557833149337,1.1742145859010562,2.138582789535004,2.7573575282208562,0.29922957624177765,1.5161960871578066,0.13834289277321493,8.636955141189384
87,Simulations Plus,0.019212871441737726,0.9749832131384665,0.004102066351725775,0.008191222733127489,0.06578644171678812,-0.4091959920564287,1.3603592529420372,3.1042822298087844,1.5901963273076414,1.5161960871578066,0.13834289277321493,8.3724566133149
69,Xperi,0.03924532723836125,6.1118612204768095,0.05213365351204508,0.07080487444556267,0.00802273679473026,0.30244921151996906,0.31936361900017085,1.5569980607266234,-0.20716766943901527,0.0,0.03458572319330373,8.288296757468562
24,SS&Cs,0.5908071353535259,1.7227575181380306,0.5434417502766307,0.23315326322840907,0.07862282058835654,1.1475278907669413,1.0370306228707578,0.9006165253222626,0.5565715524709545,0.7580980435789033,0.13834289277321493,7.706970015367987
37,ManTech,0.1031504305610436,0.4504752452496884,0.2612195852778973,0.021429527870258185,0.3337458506607788,0.8361831142022672,0.8416637137306987,2.5158979359156572,0.4399900749291086,1.5161960871578066,0.13834289277321493,7.458294458328419
49,CSG Systems,0.06421816688625281,0.32080846476938907,0.12052199106678464,0.028223545386244844,0.34979132425023934,0.934034329694022,1.8754502366341863,1.7138080258443669,0.10205136154831491,1.5161960871578066,0.13834289277321493,7.163446426010822
6,Avnet,0.18703541105621133,0.23801447317892774,2.6121958527789735,0.09538711445609326,0.42680959747964986,1.2009012810351711,0.7807467254563996,0.53426404044541,0.014700390790330123,0.7580980435789033,0.13834289277321493,6.986495823029285
23,KLA-Tencor,0.7244611951855396,0.19917284749451378,0.5749456198578845,0.2622974211319602,1.3125197396178703,1.4855593624657304,0.8924879465512676,0.2372964958861431,0.29287265049460787,0.7580980435789033,0.13834289277321493,6.878054215037635
31,Open Text,0.44551353277337896,0.5915316753667706,0.37804643497504736,0.08556724760482613,0.16366383061249729,0.4269871221458386,0.9166384685298358,1.9025350635082001,0.20217294206623898,1.5161960871578066,0.13834289277321493,6.767195297513656
13,NVIDIA,3.741912311753344,0.4764670098054241,1.4084855025285619,2.1069511802037852,0.7525327113456983,1.7969041390304044,0.5168932614517437,-5.801968709356517,1.254017120160439,0.0,0.06917144638660747,6.321365973309492
51,CyrusOne,0.27533539052480893,1.9744979793407735,0.11154995154229003,0.16553195944325197,0.07220463115257233,0.6582718133081679,0.5295092057689063,0.7354803673664084,0.09734042550353729,1.5161960871578066,0.13834289277321493,6.274260703881739
52,MTS Systems,0.040009122060764624,0.8093952299575438,0.10879073763146521,0.01713847920951769,0.16045473589460518,1.1653190208563513,1.401090730308876,0.22203180901627428,0.13128186833217598,1.5161960871578066,0.13834289277321493,5.710050713198596
14,NXP,1.0933142912384541,0.2093943279377806,1.2115863176457249,0.6068842292857118,1.0606058042633404,1.1119456305881215,1.0965057889373813,-2.1315053665562327,0.06793964392287706,0.7580980435789033,0.06917144638660747,5.15394015722867
34,Maxim,0.6369639428030202,0.350742800353242,0.31372603457998727,0.2862984923466494,0.3850913661470524,1.236483541213991,0.5075214171018516,-0.6064243783756991,0.3220463990128692,1.5161960871578066,0.13834289277321493,5.086988595113986
41,Jack Henry&Associates,0.42504399207838583,0.5483094152066709,0.20740047474325515,0.06609895012525398,0.587264333374255,0.8361831142022672,0.2955735525735215,0.6091997759884025,0.3613231188078825,0.7580980435789033,0.1037571695799112,4.798251940258709
53,Cognex,0.31145810939832613,0.5110740221633417,0.10635837636754589,0.20400910532485794,0.20538206194509462,1.7702174438962894,0.6246694714755034,-0.03052937373973771,0.6363169156385753,0.0,0.06917144638660747,4.408127578856404
70,Progress,0.07385089191919074,0.4640552121243144,0.051542955957396566,0.07909553018800816,0.2101957040219328,0.649376248263463,0.6124139827102598,0.9117181157730762,0.3318655789616225,0.7580980435789033,0.13834289277321493,4.280555156271383
44,j2 Global,0.17098086933464812,0.4411298917015587,0.19821184611538942,0.062195347328407743,0.46210963937646293,0.7383318987105126,0.9209639351528629,-0.5925473903121818,0.18781310086950728,1.5161960871578066,0.13834289277321493,4.243728118208189
83,American Software,0.01778923495457811,1.077782102167893,0.01467423991870158,0.011393651378058874,0.030486399819974985,0.613793988084643,1.3037677312907652,-0.8506593682936007,0.23929284776846255,1.5161960871578066,0.13834289277321493,4.112859807020498
55,Kimball,0.024717171070975673,0.24487746719083547,0.09936976796543771,0.016912183395207763,0.16045473589460518,0.7828097239340376,0.637645871344585,0.20260402572735026,0.2856075924978424,1.5161960871578066,0.13834289277321493,4.109537518951899
12,Seagate,0.5053167006862018,0.1074715658034913,1.424237437319189,0.5280235667231618,0.9932148151876061,1.4766637974210253,0.65278500452518,-2.986327831268889,0.5365926429798494,0.7580980435789033,0.06917144638660747,4.065247189342327
54,Cabot,0.12442269834211483,0.3911906586787407,0.10426993234655527,0.04219559755765318,0.6402143962194747,1.2542746713034008,0.4127216069471734,-0.5883842938931269,0.825094907023278,0.37904902178945166,0.1037571695799112,3.688806365894627
20,Microchip,0.8111557204819809,0.8418119250776186,0.7022737594154527,0.48173578652340404,0.23586846176506962,1.2453791062586959,0.6394481491041795,-2.268887548385053,0.35899602991829355,0.37904902178945166,0.13834289277321493,3.565173304722309
9,Cognizant A,1.4473169361989229,0.26780278761359105,2.1422631315252683,0.9754721086541527,0.55677793355428,0.9073476345599071,-0.029557355257352154,-2.792049998379649,0.015381489977526886,0.0,0.0,3.4907546684466473
85,TransAct,0.0032923851435495742,0.22326633711078558,0.0070752440434566155,0.0031544265025020054,0.11392286248516967,0.9073476345599071,0.8106645362656707,-0.5453656308962237,0.29474567325939893,1.5161960871578066,0.06917144638660747,3.4034710020186307
58,Comtech,0.02734931318622596,0.6677547152437033,0.08701106246095831,0.028929862624848555,0.09948193625465522,1.3076480615716308,0.5835775385567457,-1.6319337962696159,0.5905129952995931,1.5161960871578066,0.06917144638660747,3.3456992224731597
84,Mesa Labs,0.03301857323165296,1.6352908497735041,0.013537475291311333,0.008206651993194076,0.3000503561229117,0.16012017080468946,0.0702888326241911,0.3774540753276663,0.4149029215340278,0.0,0.13834289277321493,3.151212799476364
86,RF Industries,0.0027914834418368024,0.2615238781984415,0.0066289392243888525,0.003924175143601679,0.06578644171678812,0.16901573584939447,0.11931078768516541,0.0,1.1914695114695366,1.137147065368355,0.13834289277321493,3.0959409108707234
60,Monolithic,0.22355949347276763,0.7836955077001873,0.07804952422632411,0.050652546436371876,0.3899050082238906,1.4677682323763201,0.36442056299003694,-1.305824576776963,0.49487531776404764,0.37904902178945166,0.06917144638660747,2.9953220845890427
26,Sabre Corpo,0.2584781217171676,0.3323441355553617,0.5158758643930333,0.3617304304499582,0.16045473589460518,0.7027496385316928,0.3265727300385494,-1.2225626483958603,-0.07531821845084198,1.5161960871578066,0.06917144638660747,2.94569232327808
46,Franklin Electric,0.08549043466732406,0.3254811415434539,0.16933329899923996,0.02672862152201563,0.32893220858394057,1.1653190208563513,0.2447493197529526,-0.16791155556855739,0.18923205750950053,0.37904902178945166,0.1037571695799112,2.850160739235584
32,Logitech,0.25486584982981586,0.3622784711392145,0.3662324838820772,0.0341380950784361,0.24549574591874596,1.0852589354540065,0.7973276808446703,-1.9427783288923997,0.7617526826139792,0.7580980435789033,0.1037571695799112,2.8264268290273606
50,Blackbaud,0.1597426901295539,2.18827294175424,0.11292168253030713,0.04230360237811929,0.0866455573830868,1.0496766752751867,1.0572161337782178,-3.6593617523494704,0.12350598594501294,1.5161960871578066,0.06917144638660747,2.7462910503686686
25,Amdocs,0.340757648040179,0.3454860389824191,0.5303151379511082,0.14270522635585295,0.4187868606849195,0.37361373187760877,0.2061805756976272,-1.4931639156344445,0.05051485638375989,1.5161960871578066,0.1037571695799112,2.535149417076748
56,Kulicke&Soffa,0.057394986654588455,0.21289883551832925,0.09540028039819973,0.06586751122425519,0.23747300912401564,1.1653190208563513,0.3128754190656301,-0.9339212966747037,0.4539526082666422,0.7580980435789033,0.06917144638660747,2.494529864398819
30,Citrix Systems,0.5189630611495306,0.4005360122268704,0.3937983697656744,0.3360149970056484,0.5712188597847945,0.8895565044704971,-0.15211224290978792,-1.343292444548459,0.08666987157078802,0.7580980435789033,0.03458572319330373,2.494036755287764
67,Power Integrations,0.08468770758124591,0.5945981194997507,0.05277685751599568,0.02107808361318595,0.28560942989239724,1.0674678053645965,0.6401690602080174,-1.373821818288197,0.1995620618486514,0.7580980435789033,0.13834289277321493,2.4685682435877623
78,Magic,0.016682274302876325,0.2867855370082295,0.037601181006459136,0.004373338047762291,0.06899553643468022,0.8539742442916772,0.4015474848376866,0.2164810137908674,0.14757149055929855,0.0,0.1037571695799112,2.1377692698594486
18,NetApp,0.6112766760485191,0.19742059370423942,0.8072866580196325,0.4508772663902323,0.7284645009615076,1.298752496526926,0.1117412210948679,-2.954410758722799,0.81204050593534,0.0,0.03458572319330373,2.0980348831517692
79,Gilat,0.019040686481773962,0.36534491527219454,0.03427752276563685,0.0034390106326190337,0.05455461020416577,0.5782117279058232,-0.23609838650689832,-0.1595853627304471,0.47728025542813135,0.7580980435789033,0.06917144638660747,1.9637344694185102
72,NIC,0.04294589910518157,0.2875156427541771,0.04507153608091398,0.0580585912683331,0.1299683360746302,0.8628698093363821,0.9818809234271617,-0.5620180165724442,-0.13633335397055196,0.0,0.1037571695799112,1.8137165370836945
45,National Instruments,0.21232131426767337,0.5207114180098504,0.1785219276271057,0.08883139329002386,0.17970930420195783,0.8006008540234474,-0.41632616246636267,-1.1240360331448884,0.2446281247348372,0.0,0.03458572319330373,0.7195478637369483
27,Skyworks,0.5221739694938432,0.18778319785773073,0.4843719948117795,0.3514442570722343,0.9450783944192245,0.8539742442916772,0.45561581762552594,-3.404025171980755,0.08212921032280962,0.0,0.0,0.47854591391406986
77,InterDigital,0.08227952632301141,2.730011405247382,0.03788340317145788,0.064110289938894,0.05615915756311181,0.8984520695152022,-0.11354349885446255,-3.3415787256949274,0.059142112754918874,0.0,0.0,0.4729157399645888
89,MIND CTI,0.00169295142453884,0.12002938463379056,0.0023798548146172255,0.005467101150260269,0.04171823133259735,0.613793988084643,-0.17373957602492365,-0.25117348394966027,0.024576329004683182,0.0,0.0,0.3847447804705465
65,Silicon Motion,0.061408622084979256,0.22531063319943895,0.06961698846840847,0.05248519965983635,0.43483233427438,0.8361831142022672,0.6697264154653695,-3.3873727863045344,-0.05227436261735153,1.137147065368355,0.06917144638660747,0.11623467018775627
66,Asia Pacific Wire & Cable,0.0012201451708388036,0.15156995285872824,0.05591280520056299,0.0004525916286198529,0.03369549453786709,1.298752496526926,0.4830104395713645,-1.9053104611209037,-0.015040940383928506,0.0,0.0,0.10426252399007527
15,Activision Blizzard,1.38309876931267,0.3491365677121572,0.9661186671584544,1.3389169013337314,0.3064685455586959,0.7828097239340376,-0.12399670986011149,-5.75617464874691,0.09211866506836212,0.7580980435789033,0.0,0.09659452504999022
68,Luminex,0.038685826459364775,3.5729914995185172,0.05227279560269562,0.04704724266747963,0.014440926230514467,0.7027496385316928,-0.25736526407011506,-4.226930564147321,0.05420414364774235,0.0,0.03458572319330373,0.0326819676338739
38,MKS Instruments,0.1621508713877884,0.19742059370423942,0.2599069240453451,0.0982380988439524,0.8776874053434903,1.2453791062586959,0.5388810501187984,-3.99102176706753,0.4486740895658673,0.0,0.03458572319330373,-0.12809790460604903
61,Hollysys Automation Tech,0.04535408036341605,0.13200311886733168,0.07358647603564646,0.056027072026232624,0.3337458506607788,1.2542746713034008,0.2656557417642505,-2.4048820314075203,0.043193040121394695,0.0,0.0,-0.20104198026506853
40,Littelfuse,0.17459314122199984,0.38476572811440163,0.22446507076643438,0.026193740506373988,1.0702330884170166,0.978512154917547,0.08759069911629969,-3.502551787231726,0.28118044778106344,0.0,0.03458572319330373,-0.24043199319728598
7,Western Digital,0.45554762134935595,1.321199357866833,2.3693535247568076,1.018331164394669,0.06739098907573418,1.4499771022869103,0.17842549819986972,-7.1646889371939,-0.10500279135950089,0.0,0.0,-0.40946647062322095
63,Bel Fuse A,0.0075472400633068626,0.1324411823149003,0.07289470356609143,0.000193722931947134,0.2711685036618827,1.6901573584939447,0.4195702624336331,-3.5372442573905194,-0.023724955020687225,0.0,0.0,-0.9669962389455002
62,Bel Fuse B,0.008363212146305312,0.1324411823149003,0.07289470356609143,0.004279048125133155,0.2711685036618827,1.6901573584939447,-0.2757484972179805,-3.268030688958287,-0.0496067241341642,0.0,0.0,-1.4140819020021742
35,CDK Global Holdings LLC,0.23840994456521358,0.23991274811839158,0.30453740595212153,0.14094629070826215,0.46852782881224714,0.7561230287999227,0.06920746596843431,-3.6288323786097325,-0.07401277834204818,0.0,0.0,-1.4851804440271874
80,Wayside,0.0020714372456246927,0.12017540578298008,0.024381369733425452,0.0009960444554096006,0.22463663025244723,0.36471816683290376,0.5190559947632574,-2.697686479547732,-0.2190301469493589,0.0,0.0,-1.660681577431043
75,Monotype,0.027333258644504393,0.6359221047203867,0.03913043134238251,0.05549733409727984,0.06097279963994997,0.8539742442916772,0.2159128755994383,-3.4539823290094165,-0.17742633826475665,0.0,0.0,-1.7426656189385548
71,Computer Programs&Systems,0.014997751512741306,0.3142375130558604,0.04588538604509638,0.021448385854784015,0.1941502304324723,0.3202403416093789,0.15643770953281505,-3.0765282536817504,-0.18576980330791695,0.0,0.0,-2.194900738946519
47,LogMeIn,0.14368814840799068,1.669897862131422,0.16145733160392647,0.11058664998390998,0.09948193625465522,0.9251387646493171,-0.44047668444493093,-5.065100643183756,0.08439954094679882,0.0,0.0,-2.3109270936506676
74,Allied Motion,0.013318446448665795,0.29204229837905243,0.043046099799085864,0.0112547880374596,0.277586693097667,1.4054992770633856,-0.8153504584406168,-3.8855566577847993,0.2985484770545809,0.0,0.03458572319330373,-2.325025313152215
64,Ebix,0.057796350197627536,0.22954524652593525,0.06990183595587231,0.05039196337746953,0.48457330240170765,1.3165436266163357,0.34639778539409044,-5.703442094105545,-0.01345170894713606,0.0,0.0,-3.161743692583642
88,NVE Corporation,0.014478788451591777,0.3637386826311098,0.0034759269437983522,0.002674405078208222,0.4797596603248695,1.2186924111245812,-0.5392415056707174,-5.445330116124126,0.16113671603763405,0.0,0.0,-3.7406150312030504
57,Himax,0.023284303222326153,2.052035209560412,0.09504848718787572,0.2125809164729612,0.0032090947178921034,0.017791130089409943,-0.047219677301379666,-7.832172063049074,-0.3645015816814674,0.0,0.0,-5.8399441807810435
